11:26:56.102 [INFO]  [Preparing] Diffblue Cover 2023.12.02-e4c4274-licensed
11:27:25.064 [INFO]  [Checking] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-commons/1.9.2/junit-platform-commons-1.9.2.jar
11:27:25.064 [INFO]  [Checking] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/opentest4j/opentest4j/1.2.0/opentest4j-1.2.0.jar
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-launcher/1.9.2/junit-platform-launcher-1.9.2.jar (169 kB at 3.3 MB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/opentest4j/opentest4j/1.2.0/opentest4j-1.2.0.jar (7.7 kB at 130 kB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-commons/1.9.2/junit-platform-commons-1.9.2.jar (103 kB at 1.3 MB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-engine/1.9.2/junit-platform-engine-1.9.2.jar (189 kB at 2.2 MB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/surefire/common-java5/3.1.2/common-java5-3.1.2.jar (18 kB at 147 kB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-launcher/1.10.0/junit-platform-launcher-1.10.0.pom
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-launcher/1.10.0/junit-platform-launcher-1.10.0.pom (3.0 kB at 80 kB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-launcher/1.10.0/junit-platform-launcher-1.10.0.jar
11:27:25.064 [INFO]  [Checking] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/platform/junit-platform-launcher/1.10.0/junit-platform-launcher-1.10.0.jar (184 kB at 1.7 MB/s)
11:27:25.064 [INFO]  [Checking] > [INFO] 
11:27:25.064 [INFO]  [Checking] > [INFO] -------------------------------------------------------
11:27:25.064 [INFO]  [Checking] > [INFO]  T E S T S
11:27:25.064 [INFO]  [Checking] > [INFO] -------------------------------------------------------
11:27:25.064 [INFO]  [Checking] > [INFO] Running org.example.jupiter.DummyJupiterDiffblueTest
11:27:25.064 [INFO]  [Checking] > [INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.104 s -- in org.example.jupiter.DummyJupiterDiffblueTest
11:27:25.064 [INFO]  [Checking] > [INFO] 
11:27:25.064 [INFO]  [Checking] > [INFO] Results:
11:27:25.064 [INFO]  [Checking] > [INFO] 
11:27:25.064 [INFO]  [Checking] > [INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0
11:27:25.064 [INFO]  [Checking] > [INFO] 
11:27:25.064 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:25.064 [INFO]  [Checking] > [INFO] BUILD SUCCESS
11:27:25.064 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:25.064 [INFO]  [Checking] > [INFO] Total time:  4.537 s
11:27:25.064 [INFO]  [Checking] > [INFO] Finished at: 2024-01-04T11:27:24+05:30
11:27:25.064 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:25.068 [INFO]  [Checking] Selected test framework: JUnit Jupiter
11:27:25.094 [INFO]  [Checking] Maven Using ${maven.home} of: C:\Program Files\apache-maven-3.9.4.
11:27:25.096 [INFO]  [Checking] Maven Executing: cmd.exe /X /C ""C:\Program Files\apache-maven-3.9.4\bin\mvn.cmd" -B -D checkstyle.skip=true -D test=DummyJUnitJupiterLauncherDiffblueTest3557952880214590907 -D spring-javaformat.skip=true -D license.skip=true -D maven.ext.class.path=C:\Users\Soham.P\Downloads\diffblue-cover-cli-2023.12.02\cover-buildsystem-maven-spy-jar-with-dependencies.jar -D spotless.check.skip=true test -pl org.example:simplejavacalculator"
11:27:32.122 [INFO]  [Checking] Standard output of build tool (Maven)
11:27:32.123 [INFO]  [Checking] > [INFO] Scanning for projects...
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] ------------------< org.example:simplejavacalculator >------------------
11:27:32.123 [INFO]  [Checking] > [INFO] Building simplejavacalculator 1.0-SNAPSHOT
11:27:32.123 [INFO]  [Checking] > [INFO]   from pom.xml
11:27:32.123 [INFO]  [Checking] > [INFO] --------------------------------[ jar ]---------------------------------
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] --- resources:3.3.1:resources (default-resources) @ simplejavacalculator ---
11:27:32.123 [INFO]  [Checking] > [INFO] Copying 0 resource from src\main\resources to target\classes
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] --- compiler:3.11.0:compile (default-compile) @ simplejavacalculator ---
11:27:32.123 [INFO]  [Checking] > [INFO] Nothing to compile - all classes are up to date
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] --- resources:3.3.1:testResources (default-testResources) @ simplejavacalculator ---
11:27:32.123 [INFO]  [Checking] > [INFO] skip non existing resourceDirectory C:\Users\Soham.P\Videos\PHD Work\Simple-Java-Calculator\simplejavacalculator\src\test\resources
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] --- compiler:3.11.0:testCompile (default-testCompile) @ simplejavacalculator ---
11:27:32.123 [INFO]  [Checking] > [INFO] Changes detected - recompiling the module! :source
11:27:32.123 [INFO]  [Checking] > [INFO] Compiling 1 source file with javac [debug target 20] to target\test-classes
11:27:32.123 [INFO]  [Checking] > [WARNING] system modules path not set in conjunction with -source 20
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.123 [INFO]  [Checking] > [INFO] --- surefire:3.1.2:test (default-test) @ simplejavacalculator ---
11:27:32.123 [INFO]  [Checking] > [INFO] Using auto detected provider org.apache.maven.surefire.junitplatform.JUnitPlatformProvider
11:27:32.123 [INFO]  [Checking] > [INFO] 
11:27:32.124 [INFO]  [Checking] > [INFO] -------------------------------------------------------
11:27:32.124 [INFO]  [Checking] > [INFO]  T E S T S
11:27:32.124 [INFO]  [Checking] > [INFO] -------------------------------------------------------
11:27:32.124 [INFO]  [Checking] > [INFO] Running DummyJUnitJupiterLauncherDiffblueTest3557952880214590907
11:27:32.124 [INFO]  [Checking] > [INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.066 s -- in DummyJUnitJupiterLauncherDiffblueTest3557952880214590907
11:27:32.124 [INFO]  [Checking] > [INFO] 
11:27:32.124 [INFO]  [Checking] > [INFO] Results:
11:27:32.124 [INFO]  [Checking] > [INFO] 
11:27:32.124 [INFO]  [Checking] > [INFO] Tests run: 1, Failures: 0, Errors: 0, Skipped: 0
11:27:32.124 [INFO]  [Checking] > [INFO] 
11:27:32.124 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:32.124 [INFO]  [Checking] > [INFO] BUILD SUCCESS
11:27:32.124 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:32.124 [INFO]  [Checking] > [INFO] Total time:  4.628 s
11:27:32.124 [INFO]  [Checking] > [INFO] Finished at: 2024-01-04T11:27:31+05:30
11:27:32.124 [INFO]  [Checking] > [INFO] ------------------------------------------------------------------------
11:27:32.658 [INFO]  [Checking] Detected JVM architecture: 64-Bit
11:27:32.817 [INFO]  [Checking] Selected Java language compliance level: 1.8, because 20 is not supported
11:27:32.819 [INFO]  [Checking] Selected test validation: enabled
11:27:32.850 [INFO]  [Checking] Prefixes for filtering classes/methods:
11:27:32.852 [INFO]  [Checking] - org.example
11:27:32.853 [INFO]  [Checking] Gathering methods to test...
11:27:35.692 [INFO]  [Reporting] 
11:27:35.694 [INFO]  [Reporting] Environment summary:
11:27:35.694 [INFO]  [Reporting] --------------------
11:27:35.702 [INFO]  [Reporting] Java version                  21.0.1                        SUCCESS        
11:27:35.703 [INFO]  [Reporting] Build system                  Maven                         SUCCESS        
11:27:35.703 [INFO]  [Reporting] Mocking Framework             Mockito 5.8.0                 SUCCESS        
11:27:35.704 [INFO]  [Reporting] Surefire version              3.1.2                         SUCCESS        
11:27:35.704 [INFO]  [Reporting] Testing framework             JUnit Jupiter 5               SUCCESS        
11:27:35.705 [INFO]  [Reporting] JaCoCo plugin version         0.8.11                        SUCCESS        
11:27:35.705 [INFO]  [Reporting] Launcher                      JUnit Jupiter                 SUCCESS        
11:27:35.706 [INFO]  [Reporting] Test validation               Enabled                       SUCCESS        
11:27:35.706 [INFO]  [Reporting] 
11:27:35.707 [INFO]  [Reporting] Environment check status: SUCCESS
11:27:35.763 [INFO]  [Reporting] Maven Using ${maven.home} of: C:\Program Files\apache-maven-3.9.4.
11:27:35.766 [INFO]  [Reporting] Maven Executing: cmd.exe /X /C ""C:\Program Files\apache-maven-3.9.4\bin\mvn.cmd" -B -D test=!*DiffblueTest.java,**/Test*.java,**/*Test.java,**/*Tests.java,**/*TestCase.java -D surefire.failIfNoSpecifiedTests=false -D maven.test.failure.ignore=true -D failIfNoTests=false -D jacoco.skip=false -D maven.ext.class.path=C:\Users\Soham.P\Downloads\diffblue-cover-cli-2023.12.02\cover-buildsystem-maven-spy-jar-with-dependencies.jar org.jacoco:jacoco-maven-plugin:0.8.11:prepare-agent test org.jacoco:jacoco-maven-plugin:0.8.11:report -pl org.example:simplejavacalculator -am"
11:27:41.775 [INFO]  [Reporting] Standard output of build tool (Maven)
11:27:41.775 [INFO]  [Reporting] > [INFO] Scanning for projects...
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/jacoco-maven-plugin/0.8.11/jacoco-maven-plugin-0.8.11.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/jacoco-maven-plugin/0.8.11/jacoco-maven-plugin-0.8.11.pom (4.2 kB at 10 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.build/0.8.11/org.jacoco.build-0.8.11.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.build/0.8.11/org.jacoco.build-0.8.11.pom (44 kB at 471 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-bom/9.6/asm-bom-9.6.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-bom/9.6/asm-bom-9.6.pom (3.2 kB at 63 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/jacoco-maven-plugin/0.8.11/jacoco-maven-plugin-0.8.11.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/jacoco-maven-plugin/0.8.11/jacoco-maven-plugin-0.8.11.jar (57 kB at 885 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] 
11:27:41.775 [INFO]  [Reporting] > [INFO] ------------------< org.example:simplejavacalculator >------------------
11:27:41.775 [INFO]  [Reporting] > [INFO] Building simplejavacalculator 1.0-SNAPSHOT
11:27:41.775 [INFO]  [Reporting] > [INFO]   from pom.xml
11:27:41.775 [INFO]  [Reporting] > [INFO] --------------------------------[ jar ]---------------------------------
11:27:41.775 [INFO]  [Reporting] > [INFO] 
11:27:41.775 [INFO]  [Reporting] > [INFO] --- jacoco:0.8.11:prepare-agent (default-cli) @ simplejavacalculator ---
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.11/org.jacoco.agent-0.8.11.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.11/org.jacoco.agent-0.8.11.pom (3.5 kB at 85 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.11/org.jacoco.core-0.8.11.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.11/org.jacoco.core-0.8.11.pom (2.1 kB at 56 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.6/asm-9.6.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.6/asm-9.6.pom (2.4 kB at 62 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.6/asm-commons-9.6.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.6/asm-commons-9.6.pom (2.8 kB at 63 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.6/asm-tree-9.6.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.6/asm-tree-9.6.pom (2.6 kB at 70 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.11/org.jacoco.report-0.8.11.pom
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.11/org.jacoco.report-0.8.11.pom (1.9 kB at 48 kB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.24/plexus-utils-3.0.24.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.24/plexus-utils-3.0.24.jar (247 kB at 2.6 MB/s)
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.11/org.jacoco.agent-0.8.11-runtime.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.11/org.jacoco.core-0.8.11.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.6/asm-commons-9.6.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.6/asm-tree-9.6.jar
11:27:41.775 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.6/asm-9.6.jar
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.agent/0.8.11/org.jacoco.agent-0.8.11-runtime.jar (301 kB at 3.8 MB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.11/org.jacoco.report-0.8.11.jar
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.report/0.8.11/org.jacoco.report-0.8.11.jar (131 kB at 1.1 MB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-tree/9.6/asm-tree-9.6.jar (52 kB at 358 kB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm-commons/9.6/asm-commons-9.6.jar (72 kB at 451 kB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/ow2/asm/asm/9.6/asm-9.6.jar (124 kB at 698 kB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/jacoco/org.jacoco.core/0.8.11/org.jacoco.core-0.8.11.jar (210 kB at 734 kB/s)
11:27:41.776 [INFO]  [Reporting] > [INFO] argLine set to "-javaagent:C:\\Users\\Soham.P\\.m2\\repository\\org\\jacoco\\org.jacoco.agent\\0.8.11\\org.jacoco.agent-0.8.11-runtime.jar=destfile=C:\\Users\\Soham.P\\Videos\\PHD Work\\Simple-Java-Calculator\\simplejavacalculator\\target\\jacoco.exec"
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- resources:3.3.1:resources (default-resources) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] Copying 0 resource from src\main\resources to target\classes
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- compiler:3.11.0:compile (default-compile) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] Nothing to compile - all classes are up to date
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- resources:3.3.1:testResources (default-testResources) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] skip non existing resourceDirectory C:\Users\Soham.P\Videos\PHD Work\Simple-Java-Calculator\simplejavacalculator\src\test\resources
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- compiler:3.11.0:testCompile (default-testCompile) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] Changes detected - recompiling the module! :input tree
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- surefire:3.1.2:test (default-test) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] 
11:27:41.776 [INFO]  [Reporting] > [INFO] --- jacoco:0.8.11:report (default-cli) @ simplejavacalculator ---
11:27:41.776 [INFO]  [Reporting] > [INFO] Loading execution data file C:\Users\Soham.P\Videos\PHD Work\Simple-Java-Calculator\simplejavacalculator\target\jacoco.exec
11:27:41.776 [INFO]  [Reporting] > [INFO] Analyzed bundle 'simplejavacalculator' with 6 classes
11:27:41.776 [INFO]  [Reporting] > [INFO] ------------------------------------------------------------------------
11:27:41.776 [INFO]  [Reporting] > [INFO] BUILD SUCCESS
11:27:41.776 [INFO]  [Reporting] > [INFO] ------------------------------------------------------------------------
11:27:41.776 [INFO]  [Reporting] > [INFO] Total time:  3.300 s
11:27:41.776 [INFO]  [Reporting] > [INFO] Finished at: 2024-01-04T11:27:41+05:30
11:27:41.776 [INFO]  [Reporting] > [INFO] ------------------------------------------------------------------------
11:27:41.809 [INFO]  [Reporting] Existing tests check complete
11:27:41.834 [INFO]  [Reporting] Existing tests cover 0 lines from a total of 270 lines (0.0%)
11:27:42.005 [INFO]  [Reporting] 
11:27:42.008 [INFO]  [Reporting] Log file: C:\Users\Soham.P\Videos\PHD Work\Simple-Java-Calculator\simplejavacalculator\.diffblue\log\user-20240104T112654.log
11:27:42.010 [INFO]  [Reporting] Finished in 49s
